,filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0,./genres/blues/blues.00000.au,0.34994319703898874,1784.4204464946642,2002.650191623264,3806.4853160373937,0.08306639113293343,-113.5967421787754,121.55730196553871,-19.15882457419257,42.35102876146036,-6.376457093993789,18.61887471034815,-13.697910860170117,15.344630200831626,-12.285265747087774,10.980490823454828,-8.324323400509186,8.81066833208501,-3.667367432308271,5.751690395008692,-5.162761370348356,0.7509466000625339,-1.6919372551338625,-0.4099536931866393,-2.3002080931099553,1.2199281312510968,blues
1,./genres/blues/blues.00001.au,0.340983161628006,1529.8353159300755,2038.6175789692209,3548.820207436388,0.056044256724071206,-207.5567959584134,124.00671718798908,8.930561658882072,35.8746844809312,2.9160377216746487,21.523724844956494,-8.554703081545176,23.35867245014716,-10.103616358929084,11.903743520041866,-5.560387184424063,5.376802045265042,-2.2391193276216517,4.21696308136792,-6.012273272105527,0.9361085469011252,-0.7165368469495231,0.2938751732819529,-0.2874306648121586,0.5315729228628572,blues
2,./genres/blues/blues.00002.au,0.36360283849610303,1552.4819582458867,1747.165984961308,3040.5149477554182,0.07630074799245358,-90.75439379121192,140.45990690263864,-29.10996528793778,31.68901439805488,-13.987036007376675,25.75476115922177,-13.649585904668193,11.629270996426806,-11.780588908638652,9.706442349683368,-13.123111443400687,5.789264864718009,-8.90522443403181,-1.0837199898621992,-9.2183588970385,2.455805229778317,-7.7269013330522816,-1.8157238511274951,-3.433434271765603,-2.2268214410310225,blues
3,./genres/blues/blues.00003.au,0.4047790020593515,1070.1199533246042,1596.3339477626819,2185.028454098539,0.03330894446594427,-199.4311443622731,150.0992177925424,5.647594315988095,26.871927453199174,1.7544625735083497,14.23834423106636,-4.830882173320006,9.297965261251443,-0.7577411657573523,8.14901219072634,-3.1963135372049134,6.0876759425062446,-2.4764204886511507,-1.073890395153172,-2.8747774091162723,0.7809762925870142,-3.3169321908693226,0.6379808733561018,-0.6196898234783064,-3.4082332454719992,blues
4,./genres/blues/blues.00004.au,0.3085901278168974,1835.4946028033319,1748.3624480992835,3580.9450131820818,0.1015001421004257,-160.2660312475091,126.19880035817378,-35.605448447611344,22.153301100991346,-32.489269732476856,10.864512127345405,-23.35792856972368,0.5031167364146434,-11.805831155065965,1.2068041059610572,-13.083820342148625,-2.8063846485726174,-6.93412221422266,-7.558618518791333,-9.17355225116578,-4.512165860475425,-5.45353824408101,-0.9241616364943894,-4.4093325284903475,-11.70378125597185,blues
5,./genres/blues/blues.00005.au,0.30234642657347954,1831.9423675966686,1729.4832411266987,3480.9372845818016,0.09403986975135448,-177.86904821442045,118.19691616077793,-17.550672641935268,30.758634557999986,-21.74274602483896,11.90380180486652,-20.734248574102413,3.180597271643197,-8.583483731605432,-0.9364875014388344,-11.776273310384008,-2.4206146261137493,-9.339364687322169,-9.93932489233774,-3.909892093194323,-5.570624715427675,-1.8390232118151624,-2.778421089394,-3.0468661487393414,-8.115809021660661,blues
6,./genres/blues/blues.00006.au,0.2913080018602458,1459.0784827344296,1388.9133116502333,2795.616428623259,0.07302790308146284,-190.1494699473497,130.2969510294065,-36.34413831086846,33.01305035920638,11.106935525152583,-0.6151583066479518,-20.86200953661647,0.2700911238491475,-6.489759729485375,-5.517093200605551,-7.840327991608348,-3.1256783516769864,-6.593118171711412,-9.942267638901262,-6.537223946843331,-10.06475467470004,-10.912171231101217,-6.972478914911679,-3.4490333602413203,-6.495510607011715,blues
7,./genres/blues/blues.00007.au,0.3079210161186384,1451.7541466600421,1577.3699166309198,2955.348796076819,0.06143500266060371,-179.3954468423259,136.4592443182947,-26.656358930559172,39.988026791644394,5.289679318941769,10.924426906374086,-20.561889109447087,8.513764278793534,-11.356908197621307,-3.469077423708093,-8.414554364140676,-6.954826968424706,-3.544535424055757,-8.051242199794862,-8.959536715733197,-8.424337147616765,-10.558884909220222,-10.788158953621574,-4.693748520349891,-8.638613351936613,blues
8,./genres/blues/blues.00008.au,0.409037127504873,1719.2131626636947,2031.6438835817441,3781.318801549197,0.06402757957623839,-121.3610235497346,122.51311584398765,-14.742129686012195,46.14344435366142,-8.165333684874648,20.17652622884248,-19.1724784245114,23.05561674253777,-11.830502524604471,21.17700882526145,-6.721190455458151,7.010944930167264,-12.7418330153247,5.066004868201843,-5.175477933017078,-1.4440245964766532,-7.037070159027241,2.6974511842612103,3.4098085787356336,-2.6983528331802327,blues
9,./genres/blues/blues.00009.au,0.27400923057047744,1817.5163862399395,1973.7390701415945,3944.4511484435466,0.0792153184258901,-213.1808030958896,115.15279374838549,-11.71626440885668,39.02947022028386,-20.352755376643948,13.082403820453806,-9.17348096542766,9.016147949562534,-14.097913519808953,4.278177138808927,-6.03959354413079,3.7847702105211383,0.2256685474154373,-5.113638410106276,-0.4130633469271161,-1.1845383439964527,-1.9207143079284499,-2.2937284688504187,2.8912663927675712,-4.2332043242024335,blues
10,./genres/blues/blues.00010.au,0.30395448936942165,1410.469096142796,1512.6209828983228,2767.2749333337365,0.06298072271671827,-173.7075136867027,137.15639999555626,-23.7665166944086,26.98936979132115,-16.668420361369574,4.1984494256390175,-12.566629365114617,5.834842541260564,-2.8817357118345392,-1.2086811836209426,-1.965735860808484,1.800534779819873,-2.9883744119616904,-1.869388682072517,-0.8001554110397555,-3.0237824629946632,-0.4451960687111279,-1.9982281112765663,-0.7435988636496035,-4.9861124903581295,blues
11,./genres/blues/blues.00011.au,0.3671374700384856,1353.2604615658556,1757.2309414323688,2882.2242382510162,0.04395891785990712,-287.9149645638209,123.98006414519074,5.459753808794275,33.678088575289024,1.0919169771833628,14.704469971143732,-4.898551939615785,8.654900476646334,0.7840488655723142,6.5709266771642545,-4.8786577888366836,-3.180865888213951,-5.556420329673006,-6.789626540299269,-2.6446395719062807,-2.9849269531104135,-3.385201490229365,-1.8563900119752448,1.8361506773672636,-4.897419816451058,blues
12,./genres/blues/blues.00012.au,0.26932002161441265,1361.0454673278882,1567.8045957296192,2739.625100528493,0.06912392064144737,-207.20808000096702,132.79917547173523,-15.438985574580656,60.9867270103288,0.7258069987326774,12.43782769594966,1.1838357226819085,-1.5407794479807513,-17.888153908063188,8.358496131028001,-2.45206763021195,-0.6132481781338706,0.38487737035503417,2.605127926563345,-5.188923750753316,-9.527455286518677,-9.244394048981396,-2.848273751032292,-1.4187068621065635,-5.932606959673902,blues
13,./genres/blues/blues.00013.au,0.26461586640570794,1324.304356212186,1827.737535376297,2710.033612797504,0.051417300575657895,-209.789265827001,124.45844922232232,10.310380384980343,47.01800568969878,6.510237682425001,15.405449173976441,-1.9927096143246528,6.717405083929523,-21.55419303284247,10.721716080253149,-5.524965330663472,-2.205935128271012,-3.0381922060423383,8.645515807488943,-0.3042299692731827,-0.6377438242085762,-2.939884844474275,-1.705922781774308,-1.7695895830188455,-7.762957959356867,blues
14,./genres/blues/blues.00014.au,0.3291627346813485,1172.065695245186,1705.8175015242066,2344.952487059791,0.045045834945820436,-305.70518720508653,113.06091138016501,12.118722613682625,45.030003243941174,17.769759373267675,14.57991675167697,4.166733601942122,0.2252731547532229,-7.021746776226755,13.644271539845578,8.934528985061203,1.298478063247148,5.9544777643514335,8.543866905796474,1.117663745807102,0.591558671655839,0.05747391136680971,-3.712341582790395,-1.0044480623130825,-1.8024338511470968,blues
15,./genres/blues/blues.00015.au,0.2703125611055165,1420.529293495708,1731.1922519421796,2930.540612755176,0.0637176797116873,-238.51896714525824,120.08457009220949,-4.227885749346113,42.30707219243393,5.920908396138798,13.919160975582752,5.361617793686321,1.901834048343908,-16.933203083575727,12.345274320396928,3.947014893505192,-1.3848223754436642,0.02188019813375484,3.5866943379939964,-4.503952209698823,-5.542268718443817,-6.888212092269575,-4.828141990253382,1.7350058057382438,-1.8888145684133388,blues
16,./genres/blues/blues.00016.au,0.3043221961602934,1455.0016722774674,1825.885414606391,3009.856799807711,0.061350725014512386,-233.76361338134097,120.67351030891385,-3.1710848466699977,39.54099418344559,3.8574563846342658,18.840429103835014,-3.6918251419701535,4.431853860141293,-14.978044422067619,17.567649954950095,1.8400663188082975,2.537328781184538,-1.2404547200056728,8.439245631473177,-0.2106916589219124,-3.9061195194767127,-4.478782904590023,-0.012436775405507595,1.2936136683652897,-2.0847963298902408,blues
17,./genres/blues/blues.00017.au,0.3020962854145453,1088.698166080979,1410.9479544080639,2134.41209350208,0.048323970830108365,-245.75642816350842,140.48592759545662,-2.7647719436247025,60.43620732035535,18.937945569191246,9.833542166253807,3.5638886946514696,0.5326863171367793,-16.372239592363346,6.630079272025857,7.268407750942874,-4.008892640768964,1.6082538304226226,5.899378513477906,-3.0227851642976966,-4.772990341136799,-3.0257868010708684,-1.9939390190350132,-0.055458802810765435,-3.9753497543728575,blues
18,./genres/blues/blues.00018.au,0.2699292970759332,1537.6571825463047,2054.7791131062218,3495.6538622593357,0.056131935710139316,-252.5339855941264,104.9274850573196,15.35357798401488,42.65663788526521,6.778398708469304,21.618894018195576,-1.2996833760572557,5.684368708833906,-16.614657210136222,12.166093622186912,-1.9533079054771645,1.9605571006718248,-0.8814347619109225,7.778604161365338,2.390254534942956,1.7741401268567734,1.3393171787311418,3.6306987557780137,4.910860144662208,-2.6519442674586813,blues
19,./genres/blues/blues.00019.au,0.2572593345232571,1195.4116396780205,1481.2842588449487,2234.878152664232,0.058871148171439625,-236.66534023125573,138.40905709839961,-4.903461529432488,47.62458245520507,5.179255781167523,8.879489246357975,0.507105477865866,-3.8182735394892235,-14.977520288343266,10.420425969968779,-0.3511816443141867,0.7778293703530403,1.7773061497837663,4.2354226130533394,-0.4633507149696519,-6.1056934500395785,-5.382381961405208,-1.3375862475512976,-3.719717449829062,-4.3531541574622885,blues
20,./genres/blues/blues.00020.au,0.3027323162494583,1389.955510410899,1911.4851516926428,3005.7734911655857,0.05256015080785604,-230.41301792865102,127.09418576456345,7.1511001030255885,39.782090072980616,1.951132202444328,17.41168871523574,-5.625576371219112,8.252521185811755,-18.105353225464448,13.839342946831918,-3.763585070148805,2.5612432086749717,-4.329452414242902,6.8177604717145925,-6.157659391104558,-6.214758363120875,-4.5154338006488,-1.850599721337441,-0.5390561390630634,1.5080263809546466,blues
